TipoTumor,Farmaco,Resultados
Gastrointestinal Mucinous Adenocarcinoma,PAZOPANIB,0
Gastrointestinal Mucinous Adenocarcinoma,CRIZOTINIB,0
Gastrointestinal Mucinous Adenocarcinoma,TRABECTEDINA,0
Gastrointestinal Mucinous Adenocarcinoma,AVELumab,1
Gastrointestinal Mucinous Adenocarcinoma,LORLATINIB,0
Gastrointestinal Mucinous Adenocarcinoma,ENZALUTAMIDA,0
Gastrointestinal Mucinous Adenocarcinoma,AFATINIB,0
Gastrointestinal Mucinous Adenocarcinoma,CAPECITABINA,13
Gastrointestinal Mucinous Adenocarcinoma,CETUXIMAB,2
Gastrointestinal Mucinous Adenocarcinoma,PACLitaxel ALBUMINA,0
Gastrointestinal Mucinous Adenocarcinoma,AFLIBERCEPT,0
Gastrointestinal Mucinous Adenocarcinoma,SACITUZUMAB GOVITECAN,0
Gastrointestinal Mucinous Adenocarcinoma,eriBULina,0
Gastrointestinal Mucinous Adenocarcinoma,PACLITAXEL,7
Gastrointestinal Mucinous Adenocarcinoma,CLORURO DE SODIO,0
Gastrointestinal Mucinous Adenocarcinoma,ENCORAFENIB,0
Gastrointestinal Mucinous Adenocarcinoma,EVEROLIMUS,1
Gastrointestinal Mucinous Adenocarcinoma,VINORELBINA,0
Gastrointestinal Mucinous Adenocarcinoma,PEMETREXED,0
Gastrointestinal Mucinous Adenocarcinoma,BINIMETINIB,0
Gastrointestinal Mucinous Adenocarcinoma,CARBOPLATINO,5
Gastrointestinal Mucinous Adenocarcinoma,ABIRATERONA,0
Gastrointestinal Mucinous Adenocarcinoma,DENOSUMAB,0
Gastrointestinal Mucinous Adenocarcinoma,EVEROLIMUS,1
Gastrointestinal Mucinous Adenocarcinoma,FILGRASTIM,0
Gastrointestinal Mucinous Adenocarcinoma,FLUOROURACILO,39
Gastrointestinal Mucinous Adenocarcinoma,DOXORUBICINA,10
Gastrointestinal Mucinous Adenocarcinoma,GEMCITABINA,5
Gastrointestinal Mucinous Adenocarcinoma,REGORAFENIB,1
Gastrointestinal Mucinous Adenocarcinoma,SELPERCATINIB,0
Gastrointestinal Mucinous Adenocarcinoma,REMDESIVIR,0
Gastrointestinal Mucinous Adenocarcinoma,ENOXAPARINA,0
Gastrointestinal Mucinous Adenocarcinoma,IRINOTECAN,9
Gastrointestinal Mucinous Adenocarcinoma,NINTEDANIB,0
Gastrointestinal Mucinous Adenocarcinoma,PLERIXAFOR,0
Gastrointestinal Mucinous Adenocarcinoma,ALPELISIB,0
Gastrointestinal Mucinous Adenocarcinoma,RUCAPARIB,0
Gastrointestinal Mucinous Adenocarcinoma,ALBÚMINA,0
Gastrointestinal Mucinous Adenocarcinoma,TEMOZOLOMIDA,0
Gastrointestinal Mucinous Adenocarcinoma,OXALIPLATINO,18
Gastrointestinal Mucinous Adenocarcinoma,SOTORASIB,0
Small Intestine Dysplasia,PEMBROlizumab,0
Small Intestine Dysplasia,OSIMERTINIB,0
Small Intestine Dysplasia,NIVOlumab,0
Small Intestine Dysplasia,ABEMACICLIB,0
Small Intestine Dysplasia,EMTANSINA TRASTUZUMAB,0
Small Intestine Dysplasia,PERTuzumab,0
Small Intestine Dysplasia,PANItumumab,0
Small Intestine Dysplasia,ALECTINIB,0
Small Intestine Dysplasia,DABRAFENIB,0
Small Intestine Dysplasia,NIRAPARIB,0
Small Intestine Dysplasia,TRASTuzumab,0
Small Intestine Dysplasia,CABOZANTINIB,0
Small Intestine Dysplasia,DERUXTECAN TRASTUZUMAB,0
Small Intestine Dysplasia,RAMUCIRUMAB,0
Small Intestine Dysplasia,ATEZOlizumab,0
Small Intestine Dysplasia,BEVACIZUMAB,0
Small Intestine Dysplasia,OLAPARIB,0
Small Intestine Dysplasia,TRAMETINIB,0
Small Intestine Dysplasia,RIBOCICLIB,0
Small Intestine Dysplasia,DURVALUMAB,0
Small Intestine Dysplasia,LENVATINIB,0
Small Intestine Dysplasia,PALBOCICLIB,0
Small Intestine Dysplasia,TRIFLURIDINA TIPIRACILO,0
Small Intestine Dysplasia,IPILIMUMAB,0
Small Intestine Dysplasia,PAZOPANIB,0
Small Intestine Dysplasia,CRIZOTINIB,0
Small Intestine Dysplasia,TRABECTEDINA,0
Small Intestine Dysplasia,AVELumab,0
Small Intestine Dysplasia,LORLATINIB,0
Small Intestine Dysplasia,ENZALUTAMIDA,0
Small Intestine Dysplasia,AFATINIB,0
Small Intestine Dysplasia,CAPECITABINA,1
Small Intestine Dysplasia,CETUXIMAB,0
Small Intestine Dysplasia,PACLitaxel ALBUMINA,0
Small Intestine Dysplasia,AFLIBERCEPT,0
Small Intestine Dysplasia,SACITUZUMAB GOVITECAN,0
Small Intestine Dysplasia,eriBULina,0
Small Intestine Dysplasia,PACLITAXEL,0
Small Intestine Dysplasia,CLORURO DE SODIO,0
Small Intestine Dysplasia,ENCORAFENIB,0
Small Intestine Dysplasia,EVEROLIMUS,0
Small Intestine Dysplasia,VINORELBINA,0
Small Intestine Dysplasia,PEMETREXED,0
Small Intestine Dysplasia,BINIMETINIB,0
Small Intestine Dysplasia,CARBOPLATINO,0
Small Intestine Dysplasia,ABIRATERONA,0
Small Intestine Dysplasia,DENOSUMAB,0
Small Intestine Dysplasia,EVEROLIMUS,0
Small Intestine Dysplasia,FILGRASTIM,0
Small Intestine Dysplasia,FLUOROURACILO,0
Small Intestine Dysplasia,DOXORUBICINA,0
Small Intestine Dysplasia,GEMCITABINA,0
Small Intestine Dysplasia,REGORAFENIB,0
Small Intestine Dysplasia,SELPERCATINIB,0
Small Intestine Dysplasia,REMDESIVIR,0
Small Intestine Dysplasia,ENOXAPARINA,0
Small Intestine Dysplasia,IRINOTECAN,0
Small Intestine Dysplasia,NINTEDANIB,0
Small Intestine Dysplasia,PLERIXAFOR,0
Small Intestine Dysplasia,ALPELISIB,0
Small Intestine Dysplasia,RUCAPARIB,0
Small Intestine Dysplasia,ALBÚMINA,0
Small Intestine Dysplasia,TEMOZOLOMIDA,0
Small Intestine Dysplasia,OXALIPLATINO,1
Small Intestine Dysplasia,SOTORASIB,0
Gastrointestinal Carcinoma Invasive,PEMBROlizumab,11
Gastrointestinal Carcinoma Invasive,OSIMERTINIB,0
Gastrointestinal Carcinoma Invasive,NIVOlumab,4
Gastrointestinal Carcinoma Invasive,ABEMACICLIB,0
Gastrointestinal Carcinoma Invasive,EMTANSINA TRASTUZUMAB,0
Gastrointestinal Carcinoma Invasive,PERTuzumab,0
Gastrointestinal Carcinoma Invasive,PANItumumab,0
Gastrointestinal Carcinoma Invasive,ALECTINIB,0
Gastrointestinal Carcinoma Invasive,DABRAFENIB,0
Gastrointestinal Carcinoma Invasive,NIRAPARIB,0
Gastrointestinal Carcinoma Invasive,TRASTuzumab,9
Gastrointestinal Carcinoma Invasive,CABOZANTINIB,3
Gastrointestinal Carcinoma Invasive,DERUXTECAN TRASTUZUMAB,1
Gastrointestinal Carcinoma Invasive,RAMUCIRUMAB,1
Gastrointestinal Carcinoma Invasive,ATEZOlizumab,9
Gastrointestinal Carcinoma Invasive,BEVACIZUMAB,18
Gastrointestinal Carcinoma Invasive,OLAPARIB,0
Gastrointestinal Carcinoma Invasive,TRAMETINIB,1
Gastrointestinal Carcinoma Invasive,RIBOCICLIB,1
Gastrointestinal Carcinoma Invasive,DURVALUMAB,0
Gastrointestinal Carcinoma Invasive,LENVATINIB,3
Gastrointestinal Carcinoma Invasive,PALBOCICLIB,3
Gastrointestinal Carcinoma Invasive,TRIFLURIDINA TIPIRACILO,0
Gastrointestinal Carcinoma Invasive,IPILIMUMAB,2
Gastrointestinal Carcinoma Invasive,PAZOPANIB,1
Gastrointestinal Carcinoma Invasive,CRIZOTINIB,2
Gastrointestinal Carcinoma Invasive,TRABECTEDINA,0
Gastrointestinal Carcinoma Invasive,AVELumab,0
Gastrointestinal Carcinoma Invasive,LORLATINIB,0
Gastrointestinal Carcinoma Invasive,ENZALUTAMIDA,0
Gastrointestinal Carcinoma Invasive,AFATINIB,1
Gastrointestinal Carcinoma Invasive,CAPECITABINA,17
Gastrointestinal Carcinoma Invasive,CETUXIMAB,6
Gastrointestinal Carcinoma Invasive,PACLitaxel ALBUMINA,0
Gastrointestinal Carcinoma Invasive,AFLIBERCEPT,0
Gastrointestinal Carcinoma Invasive,SACITUZUMAB GOVITECAN,0
Gastrointestinal Carcinoma Invasive,eriBULina,0
Gastrointestinal Carcinoma Invasive,PACLITAXEL,37
Gastrointestinal Carcinoma Invasive,CLORURO DE SODIO,0
Gastrointestinal Carcinoma Invasive,ENCORAFENIB,0
Gastrointestinal Carcinoma Invasive,EVEROLIMUS,2
Gastrointestinal Carcinoma Invasive,VINORELBINA,4
Gastrointestinal Carcinoma Invasive,PEMETREXED,0
Gastrointestinal Carcinoma Invasive,BINIMETINIB,0
Gastrointestinal Carcinoma Invasive,CARBOPLATINO,23
Gastrointestinal Carcinoma Invasive,ABIRATERONA,0
Gastrointestinal Carcinoma Invasive,DENOSUMAB,1
Gastrointestinal Carcinoma Invasive,EVEROLIMUS,2
Gastrointestinal Carcinoma Invasive,FILGRASTIM,0
Gastrointestinal Carcinoma Invasive,FLUOROURACILO,128
Gastrointestinal Carcinoma Invasive,DOXORUBICINA,31
Gastrointestinal Carcinoma Invasive,GEMCITABINA,41
Gastrointestinal Carcinoma Invasive,REGORAFENIB,3
Gastrointestinal Carcinoma Invasive,SELPERCATINIB,0
Gastrointestinal Carcinoma Invasive,REMDESIVIR,0
Gastrointestinal Carcinoma Invasive,ENOXAPARINA,0
Gastrointestinal Carcinoma Invasive,IRINOTECAN,6
Gastrointestinal Carcinoma Invasive,NINTEDANIB,0
Gastrointestinal Carcinoma Invasive,PLERIXAFOR,2
Gastrointestinal Carcinoma Invasive,ALPELISIB,0
Gastrointestinal Carcinoma Invasive,RUCAPARIB,0
Gastrointestinal Carcinoma Invasive,ALBÚMINA,0
Gastrointestinal Carcinoma Invasive,TEMOZOLOMIDA,0
Gastrointestinal Carcinoma Invasive,OXALIPLATINO,28
Gastrointestinal Carcinoma Invasive,SOTORASIB,0
Rectal Dysplasia,PEMBROlizumab,0
Rectal Dysplasia,OSIMERTINIB,0
Rectal Dysplasia,NIVOlumab,0
Rectal Dysplasia,ABEMACICLIB,0
Rectal Dysplasia,EMTANSINA TRASTUZUMAB,0
Rectal Dysplasia,PERTuzumab,0
Rectal Dysplasia,PANItumumab,1
Rectal Dysplasia,ALECTINIB,0
Rectal Dysplasia,DABRAFENIB,0
Rectal Dysplasia,NIRAPARIB,0
Rectal Dysplasia,TRASTuzumab,0
Rectal Dysplasia,CABOZANTINIB,0
Rectal Dysplasia,DERUXTECAN TRASTUZUMAB,0
Rectal Dysplasia,RAMUCIRUMAB,0
Rectal Dysplasia,ATEZOlizumab,0
Rectal Dysplasia,BEVACIZUMAB,1
Rectal Dysplasia,OLAPARIB,0
Rectal Dysplasia,TRAMETINIB,0
Rectal Dysplasia,RIBOCICLIB,0
Rectal Dysplasia,DURVALUMAB,0
Rectal Dysplasia,LENVATINIB,0
Rectal Dysplasia,PALBOCICLIB,0
Rectal Dysplasia,TRIFLURIDINA TIPIRACILO,0
Rectal Dysplasia,IPILIMUMAB,0
Rectal Dysplasia,PAZOPANIB,0
Rectal Dysplasia,CRIZOTINIB,0
Rectal Dysplasia,TRABECTEDINA,0
Rectal Dysplasia,AVELumab,0
Rectal Dysplasia,LORLATINIB,0
Rectal Dysplasia,ENZALUTAMIDA,0
Rectal Dysplasia,AFATINIB,0
Rectal Dysplasia,CAPECITABINA,1
Rectal Dysplasia,CETUXIMAB,0
Rectal Dysplasia,PACLitaxel ALBUMINA,0
Rectal Dysplasia,AFLIBERCEPT,0
Rectal Dysplasia,SACITUZUMAB GOVITECAN,0
Rectal Dysplasia,eriBULina,0
Rectal Dysplasia,PACLITAXEL,0
Rectal Dysplasia,CLORURO DE SODIO,0
Rectal Dysplasia,ENCORAFENIB,0
Rectal Dysplasia,EVEROLIMUS,0
Rectal Dysplasia,VINORELBINA,0
Rectal Dysplasia,PEMETREXED,0
Rectal Dysplasia,BINIMETINIB,0
Rectal Dysplasia,CARBOPLATINO,0
Rectal Dysplasia,ABIRATERONA,0
Rectal Dysplasia,DENOSUMAB,0
Rectal Dysplasia,EVEROLIMUS,0
Rectal Dysplasia,FILGRASTIM,0
Rectal Dysplasia,FLUOROURACILO,6
Rectal Dysplasia,DOXORUBICINA,0
Rectal Dysplasia,GEMCITABINA,0
Rectal Dysplasia,REGORAFENIB,0
Rectal Dysplasia,SELPERCATINIB,0
Rectal Dysplasia,REMDESIVIR,0
Rectal Dysplasia,ENOXAPARINA,0
Rectal Dysplasia,IRINOTECAN,0
Rectal Dysplasia,NINTEDANIB,0
Rectal Dysplasia,PLERIXAFOR,0
Rectal Dysplasia,ALPELISIB,0
Rectal Dysplasia,RUCAPARIB,0
Rectal Dysplasia,ALBÚMINA,0
Rectal Dysplasia,TEMOZOLOMIDA,0
Rectal Dysplasia,OXALIPLATINO,1
Rectal Dysplasia,SOTORASIB,0
Ampullary Carcinoma In Situ,PEMBROlizumab,0
Ampullary Carcinoma In Situ,OSIMERTINIB,0
Ampullary Carcinoma In Situ,NIVOlumab,0
Ampullary Carcinoma In Situ,ABEMACICLIB,0
Ampullary Carcinoma In Situ,EMTANSINA TRASTUZUMAB,0
Ampullary Carcinoma In Situ,PERTuzumab,0
Ampullary Carcinoma In Situ,PANItumumab,0
Ampullary Carcinoma In Situ,ALECTINIB,0
Ampullary Carcinoma In Situ,DABRAFENIB,0
Ampullary Carcinoma In Situ,NIRAPARIB,0
Ampullary Carcinoma In Situ,TRASTuzumab,0
Ampullary Carcinoma In Situ,CABOZANTINIB,0
Ampullary Carcinoma In Situ,DERUXTECAN TRASTUZUMAB,0
Ampullary Carcinoma In Situ,RAMUCIRUMAB,0
Ampullary Carcinoma In Situ,ATEZOlizumab,0
Ampullary Carcinoma In Situ,BEVACIZUMAB,0
Ampullary Carcinoma In Situ,OLAPARIB,0
Ampullary Carcinoma In Situ,TRAMETINIB,0
Ampullary Carcinoma In Situ,RIBOCICLIB,0
Ampullary Carcinoma In Situ,DURVALUMAB,0
Ampullary Carcinoma In Situ,LENVATINIB,0
Ampullary Carcinoma In Situ,PALBOCICLIB,0
Ampullary Carcinoma In Situ,TRIFLURIDINA TIPIRACILO,0
Ampullary Carcinoma In Situ,IPILIMUMAB,0
Ampullary Carcinoma In Situ,PAZOPANIB,0
Ampullary Carcinoma In Situ,CRIZOTINIB,0
Ampullary Carcinoma In Situ,TRABECTEDINA,0
Ampullary Carcinoma In Situ,AVELumab,0
Ampullary Carcinoma In Situ,LORLATINIB,0
Ampullary Carcinoma In Situ,ENZALUTAMIDA,0
Ampullary Carcinoma In Situ,AFATINIB,0
Ampullary Carcinoma In Situ,CAPECITABINA,0
Ampullary Carcinoma In Situ,CETUXIMAB,0
Ampullary Carcinoma In Situ,PACLitaxel ALBUMINA,0
Ampullary Carcinoma In Situ,AFLIBERCEPT,0
Ampullary Carcinoma In Situ,SACITUZUMAB GOVITECAN,0
Ampullary Carcinoma In Situ,eriBULina,0
Ampullary Carcinoma In Situ,PACLITAXEL,0
Ampullary Carcinoma In Situ,CLORURO DE SODIO,0
Ampullary Carcinoma In Situ,ENCORAFENIB,0
Ampullary Carcinoma In Situ,EVEROLIMUS,0
Ampullary Carcinoma In Situ,VINORELBINA,0
Ampullary Carcinoma In Situ,PEMETREXED,0
Ampullary Carcinoma In Situ,BINIMETINIB,0
Ampullary Carcinoma In Situ,CARBOPLATINO,0
Ampullary Carcinoma In Situ,ABIRATERONA,0
Ampullary Carcinoma In Situ,DENOSUMAB,0
Ampullary Carcinoma In Situ,EVEROLIMUS,0
Ampullary Carcinoma In Situ,FILGRASTIM,0
Ampullary Carcinoma In Situ,FLUOROURACILO,0
Ampullary Carcinoma In Situ,DOXORUBICINA,0
Ampullary Carcinoma In Situ,GEMCITABINA,1
Ampullary Carcinoma In Situ,REGORAFENIB,0
Ampullary Carcinoma In Situ,SELPERCATINIB,0
Ampullary Carcinoma In Situ,REMDESIVIR,0
Ampullary Carcinoma In Situ,ENOXAPARINA,0
Ampullary Carcinoma In Situ,IRINOTECAN,0
Ampullary Carcinoma In Situ,NINTEDANIB,0
Ampullary Carcinoma In Situ,PLERIXAFOR,0
Ampullary Carcinoma In Situ,ALPELISIB,0
Ampullary Carcinoma In Situ,RUCAPARIB,0
Ampullary Carcinoma In Situ,ALBÚMINA,0
Ampullary Carcinoma In Situ,TEMOZOLOMIDA,0
Ampullary Carcinoma In Situ,OXALIPLATINO,0
Ampullary Carcinoma In Situ,SOTORASIB,0
Duodenal Carcinoma In Situ,PEMBROlizumab,0
Duodenal Carcinoma In Situ,OSIMERTINIB,0
Duodenal Carcinoma In Situ,NIVOlumab,0
Duodenal Carcinoma In Situ,ABEMACICLIB,0
Duodenal Carcinoma In Situ,EMTANSINA TRASTUZUMAB,0
Duodenal Carcinoma In Situ,PERTuzumab,0
Duodenal Carcinoma In Situ,PANItumumab,0
Duodenal Carcinoma In Situ,ALECTINIB,0
Duodenal Carcinoma In Situ,DABRAFENIB,0
Duodenal Carcinoma In Situ,NIRAPARIB,0
Duodenal Carcinoma In Situ,TRASTuzumab,1
Duodenal Carcinoma In Situ,CABOZANTINIB,0
Duodenal Carcinoma In Situ,DERUXTECAN TRASTUZUMAB,0
Duodenal Carcinoma In Situ,RAMUCIRUMAB,0
Duodenal Carcinoma In Situ,ATEZOlizumab,0
Duodenal Carcinoma In Situ,BEVACIZUMAB,0
Duodenal Carcinoma In Situ,OLAPARIB,0
Duodenal Carcinoma In Situ,TRAMETINIB,0
Duodenal Carcinoma In Situ,RIBOCICLIB,0
Duodenal Carcinoma In Situ,DURVALUMAB,0
Duodenal Carcinoma In Situ,LENVATINIB,0
Duodenal Carcinoma In Situ,PALBOCICLIB,0
Duodenal Carcinoma In Situ,TRIFLURIDINA TIPIRACILO,0
Duodenal Carcinoma In Situ,IPILIMUMAB,0
Duodenal Carcinoma In Situ,PAZOPANIB,0
Duodenal Carcinoma In Situ,CRIZOTINIB,0
Duodenal Carcinoma In Situ,TRABECTEDINA,0
Duodenal Carcinoma In Situ,AVELumab,0
Duodenal Carcinoma In Situ,LORLATINIB,0
Duodenal Carcinoma In Situ,ENZALUTAMIDA,0
Duodenal Carcinoma In Situ,AFATINIB,0
Duodenal Carcinoma In Situ,CAPECITABINA,0
Duodenal Carcinoma In Situ,CETUXIMAB,0
Duodenal Carcinoma In Situ,PACLitaxel ALBUMINA,0
Duodenal Carcinoma In Situ,AFLIBERCEPT,0
Duodenal Carcinoma In Situ,SACITUZUMAB GOVITECAN,0
Duodenal Carcinoma In Situ,eriBULina,0
Duodenal Carcinoma In Situ,PACLITAXEL,0
Duodenal Carcinoma In Situ,CLORURO DE SODIO,0
Duodenal Carcinoma In Situ,ENCORAFENIB,0
Duodenal Carcinoma In Situ,EVEROLIMUS,0
Duodenal Carcinoma In Situ,VINORELBINA,0
Duodenal Carcinoma In Situ,PEMETREXED,0
Duodenal Carcinoma In Situ,BINIMETINIB,0
Duodenal Carcinoma In Situ,CARBOPLATINO,0
Duodenal Carcinoma In Situ,ABIRATERONA,0
Duodenal Carcinoma In Situ,DENOSUMAB,0
Duodenal Carcinoma In Situ,EVEROLIMUS,0
Duodenal Carcinoma In Situ,FILGRASTIM,0
Duodenal Carcinoma In Situ,FLUOROURACILO,1
Duodenal Carcinoma In Situ,DOXORUBICINA,0
Duodenal Carcinoma In Situ,GEMCITABINA,3
Duodenal Carcinoma In Situ,REGORAFENIB,0
Duodenal Carcinoma In Situ,SELPERCATINIB,0
Duodenal Carcinoma In Situ,REMDESIVIR,0
Duodenal Carcinoma In Situ,ENOXAPARINA,0
Duodenal Carcinoma In Situ,IRINOTECAN,0
Duodenal Carcinoma In Situ,NINTEDANIB,0
Duodenal Carcinoma In Situ,PLERIXAFOR,0
Duodenal Carcinoma In Situ,ALPELISIB,0
Duodenal Carcinoma In Situ,RUCAPARIB,0
Duodenal Carcinoma In Situ,ALBÚMINA,0
Duodenal Carcinoma In Situ,TEMOZOLOMIDA,0
Duodenal Carcinoma In Situ,OXALIPLATINO,0
Duodenal Carcinoma In Situ,SOTORASIB,0
Pancreatic Carcinoma In Situ,PEMBROlizumab,1
Pancreatic Carcinoma In Situ,OSIMERTINIB,0
Pancreatic Carcinoma In Situ,NIVOlumab,0
Pancreatic Carcinoma In Situ,ABEMACICLIB,0
Pancreatic Carcinoma In Situ,EMTANSINA TRASTUZUMAB,0
Pancreatic Carcinoma In Situ,PERTuzumab,1
Pancreatic Carcinoma In Situ,PANItumumab,1
Pancreatic Carcinoma In Situ,ALECTINIB,0
Pancreatic Carcinoma In Situ,DABRAFENIB,0
Pancreatic Carcinoma In Situ,NIRAPARIB,0
Pancreatic Carcinoma In Situ,TRASTuzumab,9
Pancreatic Carcinoma In Situ,CABOZANTINIB,0
Pancreatic Carcinoma In Situ,DERUXTECAN TRASTUZUMAB,0
Pancreatic Carcinoma In Situ,RAMUCIRUMAB,0
Pancreatic Carcinoma In Situ,ATEZOlizumab,0
Pancreatic Carcinoma In Situ,BEVACIZUMAB,0
Pancreatic Carcinoma In Situ,OLAPARIB,1
Pancreatic Carcinoma In Situ,TRAMETINIB,0
Pancreatic Carcinoma In Situ,RIBOCICLIB,0
Pancreatic Carcinoma In Situ,DURVALUMAB,1
Pancreatic Carcinoma In Situ,LENVATINIB,0
Pancreatic Carcinoma In Situ,PALBOCICLIB,0
Pancreatic Carcinoma In Situ,TRIFLURIDINA TIPIRACILO,1
Pancreatic Carcinoma In Situ,IPILIMUMAB,0
Pancreatic Carcinoma In Situ,PAZOPANIB,0
Pancreatic Carcinoma In Situ,CRIZOTINIB,0
Pancreatic Carcinoma In Situ,TRABECTEDINA,0
Pancreatic Carcinoma In Situ,AVELumab,0
Pancreatic Carcinoma In Situ,LORLATINIB,0
Pancreatic Carcinoma In Situ,ENZALUTAMIDA,0
Pancreatic Carcinoma In Situ,AFATINIB,2
Pancreatic Carcinoma In Situ,CAPECITABINA,2
Pancreatic Carcinoma In Situ,CETUXIMAB,7
Pancreatic Carcinoma In Situ,PACLitaxel ALBUMINA,0
Pancreatic Carcinoma In Situ,AFLIBERCEPT,0
Pancreatic Carcinoma In Situ,SACITUZUMAB GOVITECAN,0
Pancreatic Carcinoma In Situ,eriBULina,0
Pancreatic Carcinoma In Situ,PACLITAXEL,13
Pancreatic Carcinoma In Situ,CLORURO DE SODIO,0
Pancreatic Carcinoma In Situ,ENCORAFENIB,0
Pancreatic Carcinoma In Situ,EVEROLIMUS,1
Pancreatic Carcinoma In Situ,VINORELBINA,0
Pancreatic Carcinoma In Situ,PEMETREXED,1
Pancreatic Carcinoma In Situ,BINIMETINIB,1
Pancreatic Carcinoma In Situ,CARBOPLATINO,1
Pancreatic Carcinoma In Situ,ABIRATERONA,0
Pancreatic Carcinoma In Situ,DENOSUMAB,0
Pancreatic Carcinoma In Situ,EVEROLIMUS,1
Pancreatic Carcinoma In Situ,FILGRASTIM,0
Pancreatic Carcinoma In Situ,FLUOROURACILO,21
Pancreatic Carcinoma In Situ,DOXORUBICINA,8
Pancreatic Carcinoma In Situ,GEMCITABINA,88
Pancreatic Carcinoma In Situ,REGORAFENIB,2
Pancreatic Carcinoma In Situ,SELPERCATINIB,0
Pancreatic Carcinoma In Situ,REMDESIVIR,0
Pancreatic Carcinoma In Situ,ENOXAPARINA,0
Pancreatic Carcinoma In Situ,IRINOTECAN,8
Pancreatic Carcinoma In Situ,NINTEDANIB,0
Pancreatic Carcinoma In Situ,PLERIXAFOR,0
Pancreatic Carcinoma In Situ,ALPELISIB,0
Pancreatic Carcinoma In Situ,RUCAPARIB,0
Pancreatic Carcinoma In Situ,ALBÚMINA,0
Pancreatic Carcinoma In Situ,TEMOZOLOMIDA,2
Pancreatic Carcinoma In Situ,OXALIPLATINO,6
Pancreatic Carcinoma In Situ,SOTORASIB,0
Small Intestine Carcinoma Invasive,PEMBROlizumab,1
Small Intestine Carcinoma Invasive,OSIMERTINIB,0
Small Intestine Carcinoma Invasive,NIVOlumab,2
Small Intestine Carcinoma Invasive,ABEMACICLIB,0
Small Intestine Carcinoma Invasive,EMTANSINA TRASTUZUMAB,0
Small Intestine Carcinoma Invasive,PERTuzumab,0
Small Intestine Carcinoma Invasive,PANItumumab,0
Small Intestine Carcinoma Invasive,ALECTINIB,1
Small Intestine Carcinoma Invasive,DABRAFENIB,0
Small Intestine Carcinoma Invasive,NIRAPARIB,0
Small Intestine Carcinoma Invasive,TRASTuzumab,0
Small Intestine Carcinoma Invasive,CABOZANTINIB,1
Small Intestine Carcinoma Invasive,DERUXTECAN TRASTUZUMAB,0
Small Intestine Carcinoma Invasive,RAMUCIRUMAB,0
Small Intestine Carcinoma Invasive,ATEZOlizumab,1
Small Intestine Carcinoma Invasive,BEVACIZUMAB,5
Small Intestine Carcinoma Invasive,OLAPARIB,0
Small Intestine Carcinoma Invasive,TRAMETINIB,0
Small Intestine Carcinoma Invasive,RIBOCICLIB,0
Small Intestine Carcinoma Invasive,DURVALUMAB,0
Small Intestine Carcinoma Invasive,LENVATINIB,1
Small Intestine Carcinoma Invasive,PALBOCICLIB,0
Small Intestine Carcinoma Invasive,TRIFLURIDINA TIPIRACILO,0
Small Intestine Carcinoma Invasive,IPILIMUMAB,1
Small Intestine Carcinoma Invasive,PAZOPANIB,0
Small Intestine Carcinoma Invasive,CRIZOTINIB,0
Small Intestine Carcinoma Invasive,TRABECTEDINA,0
Small Intestine Carcinoma Invasive,AVELumab,0
Small Intestine Carcinoma Invasive,LORLATINIB,0
Small Intestine Carcinoma Invasive,ENZALUTAMIDA,0
Small Intestine Carcinoma Invasive,AFATINIB,0
Small Intestine Carcinoma Invasive,CAPECITABINA,5
Small Intestine Carcinoma Invasive,CETUXIMAB,0
Small Intestine Carcinoma Invasive,PACLitaxel ALBUMINA,0
Small Intestine Carcinoma Invasive,AFLIBERCEPT,0
Small Intestine Carcinoma Invasive,SACITUZUMAB GOVITECAN,0
Small Intestine Carcinoma Invasive,eriBULina,0
Small Intestine Carcinoma Invasive,PACLITAXEL,7
Small Intestine Carcinoma Invasive,CLORURO DE SODIO,0
Small Intestine Carcinoma Invasive,ENCORAFENIB,0
Small Intestine Carcinoma Invasive,EVEROLIMUS,1
Small Intestine Carcinoma Invasive,VINORELBINA,0
Small Intestine Carcinoma Invasive,PEMETREXED,0
Small Intestine Carcinoma Invasive,BINIMETINIB,0
Small Intestine Carcinoma Invasive,CARBOPLATINO,1
Small Intestine Carcinoma Invasive,ABIRATERONA,0
Small Intestine Carcinoma Invasive,DENOSUMAB,0
Small Intestine Carcinoma Invasive,EVEROLIMUS,1
Small Intestine Carcinoma Invasive,FILGRASTIM,0
Small Intestine Carcinoma Invasive,FLUOROURACILO,21
Small Intestine Carcinoma Invasive,DOXORUBICINA,2
Small Intestine Carcinoma Invasive,GEMCITABINA,12
Small Intestine Carcinoma Invasive,REGORAFENIB,3
Small Intestine Carcinoma Invasive,SELPERCATINIB,1
Small Intestine Carcinoma Invasive,REMDESIVIR,0
Small Intestine Carcinoma Invasive,ENOXAPARINA,0
Small Intestine Carcinoma Invasive,IRINOTECAN,2
Small Intestine Carcinoma Invasive,NINTEDANIB,1
Small Intestine Carcinoma Invasive,PLERIXAFOR,0
Small Intestine Carcinoma Invasive,ALPELISIB,0
Small Intestine Carcinoma Invasive,RUCAPARIB,0
Small Intestine Carcinoma Invasive,ALBÚMINA,0
Small Intestine Carcinoma Invasive,TEMOZOLOMIDA,0
Small Intestine Carcinoma Invasive,OXALIPLATINO,9
Small Intestine Carcinoma Invasive,SOTORASIB,0
Colorectal Carcinoma Invasive,PEMBROlizumab,16
