farmaco,term,count
alectinib,JOINT SWELLING,46
alectinib,MEMORY IMPAIRMENT,46
alectinib,FLUID RETENTION,44
alectinib,RHABDOMYOLYSIS,44
alectinib,MALAISE,42
alectinib,WEIGHT DECREASED,42
alectinib,METASTASES TO BONE,41
alectinib,NON-SMALL CELL LUNG CANCER,41
alectinib,THROMBOSIS,41
alectinib,GENERAL PHYSICAL HEALTH DETERIORATION,40
alectinib,CEREBROVASCULAR ACCIDENT,39
alectinib,LUNG DISORDER,39
alectinib,MUSCLE SPASMS,39
alectinib,INSOMNIA,38
alectinib,TRANSAMINASES INCREASED,38
alectinib,CHEST PAIN,37
alectinib,VISUAL IMPAIRMENT,36
alectinib,HYPERBILIRUBINAEMIA,35
alectinib,HYPOTENSION,35
alectinib,CARDIAC FAILURE,34
alectinib,CONFUSIONAL STATE,34
alectinib,HYPOAESTHESIA,34
alectinib,METASTASES TO LIVER,34
alectinib,URINARY TRACT INFECTION,34
alectinib,ABDOMINAL DISTENSION,33
alectinib,BRAIN NEOPLASM,33
alectinib,DEEP VEIN THROMBOSIS,33
alectinib,PRODUCT STORAGE ERROR,33
alectinib,ABDOMINAL PAIN UPPER,32
alectinib,VISION BLURRED,32
alectinib,ABDOMINAL PAIN,31
alectinib,ATRIAL FIBRILLATION,31
dabrafenib,PYREXIA,3690
dabrafenib,DEATH,2658
dabrafenib,MALIGNANT NEOPLASM PROGRESSION,1548
dabrafenib,FATIGUE,1224
dabrafenib,NAUSEA,1215
dabrafenib,CHILLS,1189
dabrafenib,RASH,1031
dabrafenib,VOMITING,869
dabrafenib,DIARRHOEA,838
dabrafenib,HEADACHE,654
dabrafenib,ASTHENIA,621
dabrafenib,MALAISE,573
dabrafenib,DECREASED APPETITE,516
dabrafenib,ARTHRALGIA,515
dabrafenib,PRODUCT USE IN UNAPPROVED INDICATION,496
dabrafenib,DRUG INEFFECTIVE,436
dabrafenib,METASTATIC MALIGNANT MELANOMA,435
dabrafenib,METASTASES TO CENTRAL NERVOUS SYSTEM,430
dabrafenib,PAIN,423
dabrafenib,VISUAL IMPAIRMENT,400
dabrafenib,MALIGNANT MELANOMA,393
dabrafenib,DISEASE PROGRESSION,385
dabrafenib,DYSPNOEA,371
dabrafenib,DIZZINESS,347
dabrafenib,DEHYDRATION,332
dabrafenib,COUGH,321
dabrafenib,PNEUMONIA,313
dabrafenib,GENERAL PHYSICAL HEALTH DETERIORATION,298
dabrafenib,HYPOTENSION,284
dabrafenib,VISION BLURRED,282
dabrafenib,CONSTIPATION,274
dabrafenib,WEIGHT DECREASED,268
dabrafenib,PRURITUS,263
dabrafenib,DYSPHAGIA,259
dabrafenib,PAIN IN EXTREMITY,258
dabrafenib,ABDOMINAL PAIN,246
dabrafenib,MYALGIA,241
dabrafenib,ANAEMIA,238
dabrafenib,UVEITIS,232
dabrafenib,PERIPHERAL SWELLING,226
dabrafenib,EJECTION FRACTION DECREASED,221
dabrafenib,BLOOD CREATINE PHOSPHOKINASE INCREASED,216
dabrafenib,CONFUSIONAL STATE,215
dabrafenib,SEIZURE,213
dabrafenib,NEUTROPENIA,202
dabrafenib,OFF LABEL USE,199
dabrafenib,ACUTE KIDNEY INJURY,196
dabrafenib,INFECTION,196
dabrafenib,ASPARTATE AMINOTRANSFERASE INCREASED,188
dabrafenib,FALL,187
dabrafenib,TREMOR,184
dabrafenib,URINARY TRACT INFECTION,184
dabrafenib,SEPSIS,179
dabrafenib,ALOPECIA,177
dabrafenib,NEOPLASM MALIGNANT,175
dabrafenib,C-REACTIVE PROTEIN INCREASED,172
dabrafenib,ALANINE AMINOTRANSFERASE INCREASED,171
dabrafenib,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,171
dabrafenib,THROMBOCYTOPENIA,171
dabrafenib,ERYTHEMA,167
dabrafenib,DRY SKIN,164
dabrafenib,OEDEMA PERIPHERAL,164
dabrafenib,BACK PAIN,159
dabrafenib,DRUG INTOLERANCE,158
dabrafenib,RENAL FAILURE,158
dabrafenib,INCORRECT DOSE ADMINISTERED,151
dabrafenib,ABDOMINAL PAIN UPPER,149
dabrafenib,HYPERHIDROSIS,148
dabrafenib,PULMONARY EMBOLISM,143
dabrafenib,HEPATIC ENZYME INCREASED,142
dabrafenib,SYNCOPE,140
dabrafenib,GAIT DISTURBANCE,135
dabrafenib,ABDOMINAL DISCOMFORT,131
dabrafenib,METASTASES TO LIVER,129
dabrafenib,METASTASES TO LUNG,128
dabrafenib,RHABDOMYOLYSIS,128
dabrafenib,HYPERTENSION,125
dabrafenib,ILLNESS,123
dabrafenib,FEELING ABNORMAL,122
dabrafenib,PRODUCT USE ISSUE,122
dabrafenib,INFLUENZA LIKE ILLNESS,121
dabrafenib,BLOOD LACTATE DEHYDROGENASE INCREASED,120
dabrafenib,ATRIAL FIBRILLATION,119
dabrafenib,SOMNOLENCE,119
dabrafenib,PNEUMONITIS,116
dabrafenib,HYPONATRAEMIA,115
dabrafenib,SECOND PRIMARY MALIGNANCY,113
dabrafenib,HOSPITALISATION,112
dabrafenib,BASAL CELL CARCINOMA,110
dabrafenib,NASOPHARYNGITIS,110
dabrafenib,PANNICULITIS,110
dabrafenib,LYMPHADENOPATHY,109
dabrafenib,HYPERSENSITIVITY,106
dabrafenib,CONDITION AGGRAVATED,105
dabrafenib,BLOOD ALKALINE PHOSPHATASE INCREASED,103
dabrafenib,CARDIAC FAILURE,103
dabrafenib,BLOOD CREATININE INCREASED,102
dabrafenib,SPEECH DISORDER,101
dabrafenib,TOXICITY TO VARIOUS AGENTS,101
dabrafenib,BODY TEMPERATURE INCREASED,100
niraparib,NAUSEA,5296
niraparib,FATIGUE,4835
niraparib,CONSTIPATION,3819
niraparib,PLATELET COUNT DECREASED,3699
niraparib,INSOMNIA,2643
niraparib,BLOOD PRESSURE INCREASED,2298
niraparib,HEADACHE,2148
niraparib,OFF LABEL USE,2083
niraparib,VOMITING,1837
niraparib,CARBOHYDRATE ANTIGEN 125 INCREASED,1794
niraparib,ASTHENIA,1734
niraparib,DECREASED APPETITE,1730
niraparib,PRODUCT DOSE OMISSION ISSUE,1650
niraparib,HAEMOGLOBIN DECREASED,1625
niraparib,DIZZINESS,1458
niraparib,DYSPNOEA,1332
niraparib,WHITE BLOOD CELL COUNT DECREASED,1285
niraparib,ANAEMIA,1272
niraparib,RED BLOOD CELL COUNT DECREASED,1254
niraparib,HYPERTENSION,1185
niraparib,MALIGNANT NEOPLASM PROGRESSION,1176
niraparib,HEART RATE INCREASED,1158
niraparib,ARTHRALGIA,1116
niraparib,DIARRHOEA,1045
niraparib,NEUROPATHY PERIPHERAL,1013
niraparib,MALAISE,1005
niraparib,DRUG INEFFECTIVE,992
niraparib,PAIN,954
niraparib,THROMBOCYTOPENIA,922
niraparib,WEIGHT DECREASED,871
niraparib,DISEASE PROGRESSION,848
niraparib,DRY MOUTH,819
niraparib,ANXIETY,815
niraparib,DEATH,813
niraparib,ABDOMINAL PAIN UPPER,798
niraparib,ABDOMINAL DISCOMFORT,791
niraparib,ADVERSE DRUG REACTION,791
niraparib,FEELING ABNORMAL,786
niraparib,BACK PAIN,783
niraparib,COUGH,712
niraparib,RECURRENT CANCER,700
niraparib,INTENTIONAL UNDERDOSE,677
niraparib,PAIN IN EXTREMITY,655
niraparib,ABDOMINAL PAIN,628
niraparib,CONDITION AGGRAVATED,626
niraparib,PRURITUS,622
niraparib,RENAL IMPAIRMENT,600
niraparib,PALPITATIONS,599
niraparib,HOSPITALISATION,583
niraparib,DYSPEPSIA,565
niraparib,DECREASED ACTIVITY,563
niraparib,DEHYDRATION,561
niraparib,SLEEP DISORDER,552
niraparib,RASH,547
niraparib,URINARY TRACT INFECTION,537
niraparib,LABORATORY TEST ABNORMAL,510
niraparib,BLOOD CREATININE INCREASED,507
niraparib,MYALGIA,507
niraparib,CONTUSION,500
niraparib,STOMATITIS,490
niraparib,ABDOMINAL DISTENSION,456
niraparib,MUSCLE SPASMS,450
niraparib,EMOTIONAL DISTRESS,444
niraparib,BLOOD COUNT ABNORMAL,441
niraparib,PRODUCT USE IN UNAPPROVED INDICATION,432
niraparib,NASOPHARYNGITIS,420
niraparib,OVARIAN CANCER,417
niraparib,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,404
niraparib,ILLNESS,401
niraparib,FALL,397
niraparib,PRODUCT DOSE OMISSION IN ERROR,393
niraparib,HAEMATOCRIT DECREASED,377
niraparib,PERIPHERAL SWELLING,372
niraparib,OVARIAN CANCER RECURRENT,362
niraparib,HOT FLUSH,359
niraparib,UNDERDOSE,357
niraparib,BLOOD GLUCOSE INCREASED,356
niraparib,HYPOAESTHESIA,352
niraparib,NEUTROPHIL COUNT DECREASED,343
niraparib,PHOTOSENSITIVITY REACTION,342
niraparib,INTESTINAL OBSTRUCTION,340
niraparib,BALANCE DISORDER,338
niraparib,ALOPECIA,334
niraparib,GAIT DISTURBANCE,332
niraparib,PRODUCT DOSE OMISSION,332
niraparib,TUMOUR MARKER INCREASED,329
niraparib,FULL BLOOD COUNT DECREASED,326
niraparib,DRUG INTOLERANCE,324
niraparib,MEMORY IMPAIRMENT,318
niraparib,PYREXIA,318
niraparib,FLATULENCE,313
niraparib,TREMOR,310
niraparib,OROPHARYNGEAL PAIN,307
niraparib,FULL BLOOD COUNT ABNORMAL,289
niraparib,BLOOD PRESSURE FLUCTUATION,279
niraparib,DYSGEUSIA,276
niraparib,TASTE DISORDER,275
niraparib,HYPERHIDROSIS,270
niraparib,WEIGHT INCREASED,268
niraparib,BONE PAIN,261
trastuzumab,DIARRHOEA,6249
trastuzumab,ALOPECIA,5066
trastuzumab,NAUSEA,4723
trastuzumab,FATIGUE,4505
trastuzumab,DEATH,4162
trastuzumab,DISEASE PROGRESSION,3647
trastuzumab,OFF LABEL USE,3596
trastuzumab,VOMITING,2963
trastuzumab,DYSPNOEA,2961
trastuzumab,PYREXIA,2476
trastuzumab,ASTHENIA,2194
trastuzumab,NEUTROPENIA,2134
trastuzumab,PAIN,2113
trastuzumab,NEUROPATHY PERIPHERAL,2066
trastuzumab,EJECTION FRACTION DECREASED,1948
trastuzumab,ANAEMIA,1892
trastuzumab,RASH,1846
trastuzumab,HEADACHE,1785
trastuzumab,DECREASED APPETITE,1702
trastuzumab,MYELOSUPPRESSION,1698
trastuzumab,FEBRILE NEUTROPENIA,1557
trastuzumab,HAIR COLOUR CHANGES,1510
trastuzumab,HAIR TEXTURE ABNORMAL,1508
trastuzumab,MADAROSIS,1429
trastuzumab,METASTASES TO CENTRAL NERVOUS SYSTEM,1427
trastuzumab,MALAISE,1420
trastuzumab,COUGH,1415
trastuzumab,PNEUMONIA,1373
trastuzumab,HAIR DISORDER,1368
trastuzumab,THROMBOCYTOPENIA,1361
trastuzumab,ARTHRALGIA,1290
trastuzumab,DRUG INEFFECTIVE,1257
trastuzumab,INTERSTITIAL LUNG DISEASE,1247
trastuzumab,PSYCHOLOGICAL TRAUMA,1243
trastuzumab,MALIGNANT NEOPLASM PROGRESSION,1231
trastuzumab,CONSTIPATION,1223
trastuzumab,CHILLS,1199
trastuzumab,ANXIETY,1181
trastuzumab,WEIGHT DECREASED,1168
trastuzumab,DIZZINESS,1153
trastuzumab,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,1120
trastuzumab,ABDOMINAL PAIN,1046
trastuzumab,PLATELET COUNT DECREASED,1045
trastuzumab,CARDIAC FAILURE,990
trastuzumab,BACK PAIN,986
trastuzumab,DEHYDRATION,984
trastuzumab,PAIN IN EXTREMITY,948
trastuzumab,CARDIOTOXICITY,947
trastuzumab,STOMATITIS,947
trastuzumab,WHITE BLOOD CELL COUNT DECREASED,920
trastuzumab,MYALGIA,913
trastuzumab,PLEURAL EFFUSION,906
trastuzumab,NO ADVERSE EVENT,897
trastuzumab,PRURITUS,878
trastuzumab,INFUSION RELATED REACTION,864
trastuzumab,MUCOSAL INFLAMMATION,864
trastuzumab,EPISTAXIS,861
trastuzumab,HYPERTENSION,826
trastuzumab,ERYTHEMA,813
trastuzumab,PARAESTHESIA,810
trastuzumab,URINARY TRACT INFECTION,808
trastuzumab,HYPOKALAEMIA,787
trastuzumab,HYPOTENSION,782
trastuzumab,GENERAL PHYSICAL HEALTH DETERIORATION,769
trastuzumab,METASTASES TO LIVER,734
trastuzumab,HYPOAESTHESIA,728
trastuzumab,EMOTIONAL DISTRESS,719
trastuzumab,SEPSIS,715
trastuzumab,CHEST PAIN,714
trastuzumab,PNEUMONITIS,714
trastuzumab,LEUKOPENIA,710
trastuzumab,METASTASES TO BONE,706
trastuzumab,HYPERSENSITIVITY,702
trastuzumab,BREAST CANCER METASTATIC,692
trastuzumab,ALANINE AMINOTRANSFERASE INCREASED,691
trastuzumab,INSOMNIA,669
trastuzumab,OEDEMA PERIPHERAL,658
trastuzumab,BREAST CANCER,651
trastuzumab,NEUTROPHIL COUNT DECREASED,649
trastuzumab,ASPARTATE AMINOTRANSFERASE INCREASED,625
trastuzumab,PULMONARY EMBOLISM,615
trastuzumab,BONE PAIN,612
trastuzumab,INFECTION,598
trastuzumab,TACHYCARDIA,590
trastuzumab,ABDOMINAL PAIN UPPER,566
trastuzumab,BONE MARROW FAILURE,566
trastuzumab,DEPRESSION,565
trastuzumab,METASTASES TO LUNG,561
trastuzumab,TREMOR,561
trastuzumab,CHEST DISCOMFORT,557
trastuzumab,NEOPLASM PROGRESSION,553
trastuzumab,NASOPHARYNGITIS,546
trastuzumab,CELLULITIS,545
trastuzumab,CARDIAC DISORDER,521
trastuzumab,INTENTIONAL PRODUCT USE ISSUE,518
trastuzumab,ACUTE KIDNEY INJURY,512
trastuzumab,MUSCLE SPASMS,511
trastuzumab,PERIPHERAL SWELLING,509
trastuzumab,IMPAIRED QUALITY OF LIFE,505
trastuzumab,HAEMOGLOBIN DECREASED,499
cabozantinib,DIARRHOEA,6668
cabozantinib,FATIGUE,5400
cabozantinib,NAUSEA,3532
cabozantinib,DECREASED APPETITE,3293
cabozantinib,OFF LABEL USE,3188
cabozantinib,DEATH,2502
cabozantinib,MALIGNANT NEOPLASM PROGRESSION,2210
cabozantinib,WEIGHT DECREASED,2115
cabozantinib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,2084
cabozantinib,STOMATITIS,2066
cabozantinib,BLOOD PRESSURE INCREASED,2062
cabozantinib,CONSTIPATION,1637
cabozantinib,VOMITING,1602
cabozantinib,BLISTER,1528
cabozantinib,ASTHENIA,1527
cabozantinib,HYPERTENSION,1357
cabozantinib,PAIN IN EXTREMITY,1298
cabozantinib,MALAISE,1241
cabozantinib,RASH,1241
cabozantinib,TASTE DISORDER,1192
cabozantinib,DYSPHONIA,1041
cabozantinib,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1002
cabozantinib,ORAL PAIN,925
cabozantinib,DRY SKIN,918
cabozantinib,ADVERSE DRUG REACTION,893
cabozantinib,SKIN ULCER,848
cabozantinib,PRURITUS,780
cabozantinib,HEADACHE,768
cabozantinib,PAIN,766
cabozantinib,DIZZINESS,758
cabozantinib,DEHYDRATION,743
cabozantinib,DRY MOUTH,729
cabozantinib,DYSPNOEA,716
cabozantinib,DYSGEUSIA,703
cabozantinib,ABDOMINAL DISCOMFORT,679
cabozantinib,ABDOMINAL PAIN UPPER,617
cabozantinib,ARTHRALGIA,612
cabozantinib,HEPATIC FUNCTION ABNORMAL,590
cabozantinib,SKIN EXFOLIATION,569
cabozantinib,ALOPECIA,555
cabozantinib,HYPOTHYROIDISM,543
cabozantinib,PRODUCT DOSE OMISSION ISSUE,531
cabozantinib,DRUG INEFFECTIVE,527
cabozantinib,ABDOMINAL PAIN,512
cabozantinib,AGEUSIA,509
cabozantinib,ERYTHEMA,509
cabozantinib,DRUG INTOLERANCE,506
cabozantinib,PERIPHERAL SWELLING,498
cabozantinib,PYREXIA,496
cabozantinib,BACK PAIN,491
cabozantinib,MUSCLE SPASMS,487
cabozantinib,DISEASE PROGRESSION,479
cabozantinib,OROPHARYNGEAL PAIN,479
cabozantinib,HAIR COLOUR CHANGES,469
cabozantinib,GLOSSODYNIA,453
cabozantinib,PNEUMONIA,451
cabozantinib,COUGH,418
cabozantinib,PULMONARY EMBOLISM,382
cabozantinib,HEPATIC ENZYME INCREASED,380
cabozantinib,DYSPEPSIA,362
cabozantinib,URINARY TRACT INFECTION,356
cabozantinib,FLATULENCE,355
cabozantinib,PLATELET COUNT DECREASED,337
cabozantinib,DYSPHAGIA,336
cabozantinib,FALL,331
cabozantinib,ANAEMIA,322
cabozantinib,PROTEINURIA,307
cabozantinib,HYPERKERATOSIS,306
cabozantinib,INSOMNIA,305
cabozantinib,PLEURAL EFFUSION,302
cabozantinib,CONFUSIONAL STATE,293
cabozantinib,GENERAL PHYSICAL HEALTH DETERIORATION,288
cabozantinib,EPISTAXIS,285
cabozantinib,GASTROOESOPHAGEAL REFLUX DISEASE,277
cabozantinib,LIVER DISORDER,277
cabozantinib,ALANINE AMINOTRANSFERASE INCREASED,275
cabozantinib,NEUROPATHY PERIPHERAL,269
cabozantinib,IMPAIRED HEALING,266
cabozantinib,ASPARTATE AMINOTRANSFERASE INCREASED,261
cabozantinib,THROMBOSIS,261
cabozantinib,SEPSIS,260
cabozantinib,MUCOSAL INFLAMMATION,259
cabozantinib,SOMNOLENCE,255
cabozantinib,RENAL CELL CARCINOMA,254
cabozantinib,CHEST PAIN,246
cabozantinib,MYALGIA,243
cabozantinib,TOOTH DISORDER,239
cabozantinib,GAIT DISTURBANCE,236
cabozantinib,MEMORY IMPAIRMENT,234
cabozantinib,ORAL DISCOMFORT,234
cabozantinib,ACNE,229
cabozantinib,PARAESTHESIA,226
cabozantinib,HYPOAESTHESIA,224
cabozantinib,FEELING ABNORMAL,223
cabozantinib,CEREBROVASCULAR ACCIDENT,219
cabozantinib,ILLNESS,218
cabozantinib,OEDEMA PERIPHERAL,215
cabozantinib,LIVER FUNCTION TEST INCREASED,212
cabozantinib,ACUTE KIDNEY INJURY,210
cabozantinib,NASOPHARYNGITIS,205
ramucirumab,MALIGNANT NEOPLASM PROGRESSION,715
ramucirumab,DEATH,459
ramucirumab,INTERSTITIAL LUNG DISEASE,260
ramucirumab,FEBRILE NEUTROPENIA,245
ramucirumab,NEUTROPENIA,226
ramucirumab,DIARRHOEA,191
ramucirumab,DECREASED APPETITE,187
ramucirumab,HYPERTENSION,165
ramucirumab,FATIGUE,164
ramucirumab,OFF LABEL USE,164
ramucirumab,NAUSEA,160
ramucirumab,DISEASE PROGRESSION,158
ramucirumab,PYREXIA,156
ramucirumab,NEUTROPHIL COUNT DECREASED,155
ramucirumab,NEUROPATHY PERIPHERAL,154
ramucirumab,ASCITES,144
ramucirumab,ANAEMIA,143
ramucirumab,PNEUMONIA,139
ramucirumab,DRUG INEFFECTIVE,126
ramucirumab,PROTEINURIA,122
ramucirumab,VOMITING,114
ramucirumab,ABDOMINAL PAIN,110
ramucirumab,DYSPNOEA,108
ramucirumab,PLATELET COUNT DECREASED,101
ramucirumab,MALAISE,99
ramucirumab,WHITE BLOOD CELL COUNT DECREASED,88
ramucirumab,EPISTAXIS,87
ramucirumab,PERITONITIS,85
ramucirumab,THROMBOCYTOPENIA,85
ramucirumab,SEPSIS,82
ramucirumab,PNEUMONITIS,81
ramucirumab,STOMATITIS,79
ramucirumab,GENERAL PHYSICAL HEALTH DETERIORATION,78
ramucirumab,PLEURAL EFFUSION,78
ramucirumab,ASTHENIA,77
ramucirumab,PULMONARY EMBOLISM,75
ramucirumab,GASTROINTESTINAL PERFORATION,74
ramucirumab,NEPHROTIC SYNDROME,74
ramucirumab,TUMOUR HAEMORRHAGE,69
ramucirumab,DISSEMINATED INTRAVASCULAR COAGULATION,67
ramucirumab,GASTROINTESTINAL HAEMORRHAGE,67
ramucirumab,HAEMOPTYSIS,66
ramucirumab,HAEMOGLOBIN DECREASED,63
ramucirumab,WEIGHT DECREASED,63
ramucirumab,RASH,61
ramucirumab,PRODUCT USE IN UNAPPROVED INDICATION,59
ramucirumab,CARDIAC FAILURE,55
ramucirumab,INFUSION RELATED REACTION,55
ramucirumab,OEDEMA PERIPHERAL,55
ramucirumab,SEPTIC SHOCK,54
ramucirumab,ACUTE KIDNEY INJURY,52
ramucirumab,OEDEMA,52
ramucirumab,GASTRIC PERFORATION,51
ramucirumab,MUCOSAL INFLAMMATION,50
ramucirumab,INFECTION,49
ramucirumab,RESPIRATORY FAILURE,49
ramucirumab,ALOPECIA,48
ramucirumab,DEHYDRATION,48
ramucirumab,PRURITUS,47
ramucirumab,ALANINE AMINOTRANSFERASE INCREASED,46
ramucirumab,ERYTHEMA,46
ramucirumab,HAEMORRHAGE,46
ramucirumab,METASTASES TO LIVER,46
ramucirumab,COUGH,45
ramucirumab,ABDOMINAL PAIN UPPER,44
ramucirumab,CONSTIPATION,44
ramucirumab,HYPERSENSITIVITY,44
ramucirumab,PAIN,44
ramucirumab,THERAPY PARTIAL RESPONDER,44
ramucirumab,DEEP VEIN THROMBOSIS,43
ramucirumab,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,43
ramucirumab,DYSPHAGIA,40
ramucirumab,HEADACHE,40
ramucirumab,CHEST PAIN,38
ramucirumab,FALL,38
ramucirumab,HAEMATEMESIS,38
ramucirumab,BACK PAIN,37
ramucirumab,C-REACTIVE PROTEIN INCREASED,37
ramucirumab,CEREBRAL HAEMORRHAGE,37
ramucirumab,LEUKOPENIA,37
ramucirumab,PNEUMOTHORAX,36
ramucirumab,HEPATIC FUNCTION ABNORMAL,35
ramucirumab,NEOPLASM PROGRESSION,35
ramucirumab,BLOOD PRESSURE INCREASED,34
ramucirumab,BONE MARROW FAILURE,34
ramucirumab,HEPATIC FAILURE,34
ramucirumab,HYPOAESTHESIA,34
ramucirumab,POLYNEUROPATHY,34
ramucirumab,HYPONATRAEMIA,33
ramucirumab,CONDITION AGGRAVATED,32
ramucirumab,ANAPHYLACTIC REACTION,31
ramucirumab,MYELOSUPPRESSION,30
ramucirumab,RENAL IMPAIRMENT,30
ramucirumab,INTESTINAL PERFORATION,29
ramucirumab,PNEUMONIA ASPIRATION,29
ramucirumab,ASPARTATE AMINOTRANSFERASE INCREASED,28
ramucirumab,CEREBROVASCULAR ACCIDENT,28
ramucirumab,LARGE INTESTINE PERFORATION,28
ramucirumab,LUNG DISORDER,28
ramucirumab,THROMBOSIS,28
atezolizumab,DEATH,2446
atezolizumab,OFF LABEL USE,1669
atezolizumab,PYREXIA,1340
atezolizumab,DISEASE PROGRESSION,1242
atezolizumab,DIARRHOEA,1196
atezolizumab,ANAEMIA,1017
atezolizumab,FATIGUE,995
atezolizumab,PNEUMONIA,844
atezolizumab,NAUSEA,787
atezolizumab,DYSPNOEA,764
atezolizumab,FEBRILE NEUTROPENIA,746
atezolizumab,DECREASED APPETITE,700
atezolizumab,HYPOTHYROIDISM,648
atezolizumab,PNEUMONITIS,647
atezolizumab,VOMITING,599
atezolizumab,RASH,594
atezolizumab,ASTHENIA,589
atezolizumab,INTERSTITIAL LUNG DISEASE,588
atezolizumab,ACUTE KIDNEY INJURY,587
atezolizumab,NEUTROPENIA,560
atezolizumab,PLATELET COUNT DECREASED,553
atezolizumab,HYPERTENSION,545
atezolizumab,NEUTROPHIL COUNT DECREASED,539
atezolizumab,THROMBOCYTOPENIA,535
atezolizumab,COLITIS,503
atezolizumab,INTENTIONAL PRODUCT USE ISSUE,501
atezolizumab,CONSTIPATION,498
atezolizumab,SEPSIS,482
atezolizumab,DRUG INEFFECTIVE,474
atezolizumab,WHITE BLOOD CELL COUNT DECREASED,393
atezolizumab,ABDOMINAL PAIN,389
atezolizumab,ALANINE AMINOTRANSFERASE INCREASED,386
atezolizumab,PROTEINURIA,386
atezolizumab,HEPATIC FUNCTION ABNORMAL,375
atezolizumab,ASCITES,372
atezolizumab,HYPONATRAEMIA,361
atezolizumab,GENERAL PHYSICAL HEALTH DETERIORATION,358
atezolizumab,ASPARTATE AMINOTRANSFERASE INCREASED,355
atezolizumab,ADRENAL INSUFFICIENCY,346
atezolizumab,NEUROPATHY PERIPHERAL,321
atezolizumab,PRURITUS,308
atezolizumab,COUGH,306
atezolizumab,HYPOKALAEMIA,305
atezolizumab,ARTHRALGIA,299
atezolizumab,MALAISE,298
atezolizumab,URINARY TRACT INFECTION,296
atezolizumab,HEPATITIS,295
atezolizumab,HYPERTHYROIDISM,286
atezolizumab,PLEURAL EFFUSION,280
atezolizumab,HEADACHE,277
atezolizumab,PAIN,274
atezolizumab,DEHYDRATION,273
atezolizumab,COVID-19,271
atezolizumab,HEPATIC FAILURE,266
atezolizumab,ALOPECIA,260
atezolizumab,NO ADVERSE EVENT,251
atezolizumab,PULMONARY EMBOLISM,248
atezolizumab,MYOCARDITIS,247
atezolizumab,INFUSION RELATED REACTION,244
atezolizumab,HEPATOCELLULAR CARCINOMA,243
atezolizumab,RESPIRATORY FAILURE,243
atezolizumab,WEIGHT DECREASED,242
atezolizumab,LIVER DISORDER,238
atezolizumab,RENAL IMPAIRMENT,237
atezolizumab,MALIGNANT NEOPLASM PROGRESSION,235
atezolizumab,BLOOD CREATININE INCREASED,234
atezolizumab,BACK PAIN,232
atezolizumab,HYPOTENSION,229
atezolizumab,STOMATITIS,228
atezolizumab,BLOOD BILIRUBIN INCREASED,223
atezolizumab,PANCYTOPENIA,220
atezolizumab,CARDIAC FAILURE,219
atezolizumab,MUSCULAR WEAKNESS,217
atezolizumab,MYELOSUPPRESSION,217
atezolizumab,OEDEMA PERIPHERAL,205
atezolizumab,DIZZINESS,200
atezolizumab,LYMPHOCYTE COUNT DECREASED,188
atezolizumab,MUCOSAL INFLAMMATION,187
atezolizumab,RENAL FAILURE,185
atezolizumab,ATRIAL FIBRILLATION,183
atezolizumab,ENCEPHALITIS,178
atezolizumab,INFECTION,178
atezolizumab,CHEST PAIN,171
atezolizumab,THERAPY PARTIAL RESPONDER,171
atezolizumab,MYOSITIS,169
atezolizumab,CONFUSIONAL STATE,167
atezolizumab,EPISTAXIS,164
atezolizumab,HYPERGLYCAEMIA,163
atezolizumab,DRUG-INDUCED LIVER INJURY,162
atezolizumab,METASTASES TO CENTRAL NERVOUS SYSTEM,162
atezolizumab,MYALGIA,162
atezolizumab,DYSPHAGIA,154
atezolizumab,FALL,154
atezolizumab,RASH MACULO-PAPULAR,152
atezolizumab,SEIZURE,149
atezolizumab,LEUKOPENIA,148
atezolizumab,ENCEPHALOPATHY,147
atezolizumab,HYPOXIA,146
atezolizumab,SEPTIC SHOCK,145
atezolizumab,NEUTROPENIC SEPSIS,144
bevacizumab,DEATH,11827
bevacizumab,OFF LABEL USE,10033
bevacizumab,DIARRHOEA,6634
bevacizumab,DISEASE PROGRESSION,6395
bevacizumab,NAUSEA,6119
bevacizumab,FATIGUE,5631
bevacizumab,HYPERTENSION,5123
bevacizumab,VOMITING,4691
bevacizumab,ANAEMIA,3830
bevacizumab,PYREXIA,3673
bevacizumab,NEUTROPENIA,3525
bevacizumab,ASTHENIA,3256
bevacizumab,DYSPNOEA,3252
bevacizumab,DECREASED APPETITE,2953
bevacizumab,THROMBOCYTOPENIA,2772
bevacizumab,ABDOMINAL PAIN,2765
bevacizumab,DRUG INEFFECTIVE,2600
bevacizumab,PROTEINURIA,2546
bevacizumab,NEUROPATHY PERIPHERAL,2438
bevacizumab,MALIGNANT NEOPLASM PROGRESSION,2329
bevacizumab,HEADACHE,2271
bevacizumab,DEHYDRATION,2180
bevacizumab,CONSTIPATION,2141
bevacizumab,PAIN,2096
bevacizumab,FEBRILE NEUTROPENIA,2058
bevacizumab,PLATELET COUNT DECREASED,2045
bevacizumab,RASH,2000
bevacizumab,EPISTAXIS,1963
bevacizumab,PULMONARY EMBOLISM,1948
